ObjectID,GlobalID,Length (m),Width (m),Height (m),Estimated Number of Pieces,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,d1af0e92-d5f3-4293-8147-1b395b4865ee,4.4,1.22,0.8,5,26b08963-d4dc-4ae8-8059-a7f38ef60951,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
2,890633ed-10e5-4bc5-84eb-5ec692a7d1e2,7.5,1.1,0.85,5,26b08963-d4dc-4ae8-8059-a7f38ef60951,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
3,786d5444-6f32-4b20-95e5-88ba784e7eef,14,2,0.75,12,afd886c4-d731-4980-aefa-88cac4b333c9,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
4,468f420e-66e5-40fc-83b0-36b3cbd795c2,3.75,1.5,1.5,5,4cdf8d38-e85c-4241-bd2a-5031f37d0a3c,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
5,b5d147a4-ee6e-4108-a822-411ce05eba37,5,2,1.5,5,4cdf8d38-e85c-4241-bd2a-5031f37d0a3c,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
6,1342267f-cc9b-43e0-94f0-9eeddddd9a72,3,1,0.9,5,4cdf8d38-e85c-4241-bd2a-5031f37d0a3c,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
7,15d64f81-be1f-4b26-aabe-172e2e41f3fe,3.3,1.6,1.1,7,4cdf8d38-e85c-4241-bd2a-5031f37d0a3c,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
8,8e61ade5-27fc-4dbc-8b56-4634f2bc43a6,20,10,1.5,60,4cdf8d38-e85c-4241-bd2a-5031f37d0a3c,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
9,8a269f47-f1f9-4535-9238-b54729ccf806,6,2,0.4,5,20545118-4e0e-4b75-9197-80f0f225c679,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
10,0e8614d2-9fb9-4afb-bd26-649b4c5b1646,4,2,1,11,fc9e4134-efb1-4b3e-ad5a-df73e4d324a5,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
11,a22ee1fd-db5e-4447-a9ee-cf15fca4e938,5,3,0.6,7,bbdc2123-c5fd-4f94-808d-0533dc0b7933,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
12,909705b3-a20f-4658-8dab-5e572ffe63f9,4,1.5,1,5,5d119b6d-4e24-4cf8-bb89-f30e504b123d,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,,
