ObjectID,GlobalID,Stream Name,Site Name,Survey Start Date Time,HiddenStart,HiddenEnd,Survey Crew,Water Temp (C),Conductivity (ms),CreationDate,Creator,EditDate,Editor,x,y
1,7a7458ef-c091-4b63-86cd-a75367073eb0,Lemhi,Split River Ranch,7/22/2022 8:13:00 PM,7/22/2022 8:13:09 PM,7/23/2022 9:09:09 PM,BO TM MA,15.3,305,7/23/2022 9:09:15 PM,mhe_mackerman,7/23/2022 9:09:15 PM,mhe_mackerman,0,0
