ObjectID,GlobalID,Stream Name,Site Name,Survey Start Date Time,HiddenStart,HiddenEnd,Survey Crew,Water Temp (C),Conductivity (ms),CreationDate,Creator,EditDate,Editor,x,y
1,fe1e10c7-9cab-4620-856a-b4f12283992d,Hayden Creek,Pre Restoration,7/21/2022 3:01:00 PM,7/21/2022 2:56:26 PM,7/22/2022 12:26:15 AM,"MA, TM, BO",10.8,124.4,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,0,0
