ObjectID,GlobalID,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,fa70945c-c880-4c8f-960b-0bbf29cgf68b,right bank,2.7,0.25,0.3,0.45,4f5e36ac-0738-4092-9ae6-ec513bb71c68,7/27/2022 20:43,mackerman,7/27/2022 20:43,mackerman
