ObjectID,GlobalID,Length (m),Width (m),Height (m),Estimated Number of Pieces,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,26c4fg8c-4bc0-4d1c-aebf-62a5baeb247d,10.5,5,1.75,6,139b4900-da9a-4c83-b006-fe804c0551d6,7/27/2022 20:43,mackerman,7/27/2022 20:43,mackerman
