ObjectID,GlobalID,Stream Name,Site Name,Survey Start Date Time,HiddenStart,HiddenEnd,Survey Crew,Water Temp (C),Conductivity (ms),CreationDate,Creator,EditDate,Editor,x,y
1,a71e7b5a-819f-4385-8655-65a19ecf0dc1,Example Stream,dash_example,7/20/2022 21:00,7/20/2022 20:59,7/22/2022 23:05,"HH, RS",18.2,442,7/27/2022 20:43,mackerman,7/27/2022 20:43,mackerman,-113.62607,44.869823
