ObjectID,GlobalID,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
21,c02ba57e-f2e8-4934-a602-6bc4e7144fc3,Right_Bank,7,0.5,0.4,0.3,a3b293ea-9278-4d2a-8e5d-4cffeacbb02b,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
22,b745e86c-41ff-46e0-9449-b337c264e3bc,Right_Bank,5.5,0.45,0.64,0.68,34f6f83b-ffc0-4d70-8c27-5720d73bc4a9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
23,b6280b55-5c9b-4ddc-8e58-035d87a31b31,Right_Bank,4.25,0.42,0.2,1.18,34f6f83b-ffc0-4d70-8c27-5720d73bc4a9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
24,fd83d72f-c774-4faf-93c1-263baac0cbd4,Right_Bank,4,0.2,0.51,0.28,e6dae8f6-1265-4c33-b356-e11b1183eda7,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
25,014b9cc7-fa68-4d2f-a0ac-37aa7ba721e3,Right_Bank,12,0.28,0.6,0.5,d37ea260-a8d7-4e31-83ca-183a557dbddb,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
26,65e8a58b-70b4-4f4c-b374-5484e2b5b378,Right_Bank,,,,,d37ea260-a8d7-4e31-83ca-183a557dbddb,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
27,4aa5a21d-224e-494f-8c21-f3353f675cb2,Right_Bank,25,0.9,0.51,0.8,1cbe3f30-e03f-4105-b8d1-7077c2af4de9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
28,6f3f39f9-1a17-4986-b491-15680c28f768,Right_Bank,14,1.02,0.8,0.66,1cbe3f30-e03f-4105-b8d1-7077c2af4de9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
29,f1a5be2a-6e6a-4f16-8538-8dd06c97f28b,Left_Bank,25,0.75,0.45,0.6,1cbe3f30-e03f-4105-b8d1-7077c2af4de9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
30,3602611f-90a5-47a1-85e3-9d3f608fd00d,Right_Bank,4.3,0.27,0.26,0.32,1cbe3f30-e03f-4105-b8d1-7077c2af4de9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
31,554cee12-267b-4e71-86f4-0f11eb9fc6ef,Left_Bank,5,0.55,0.44,0.38,1cbe3f30-e03f-4105-b8d1-7077c2af4de9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
32,321321e1-b35e-41e9-9cdc-8926554c2e13,Right_Bank,1.7,0.41,0.36,0.24,1cbe3f30-e03f-4105-b8d1-7077c2af4de9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
33,deb3c0c9-570d-4c1f-9ed8-41460daf6312,Right_Bank,2.75,0.38,0.2,0.31,1cbe3f30-e03f-4105-b8d1-7077c2af4de9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
34,bf925c46-40a5-4a3e-b59e-5b63924c7d3c,Left_Bank,7,0.48,0.44,0.44,1cbe3f30-e03f-4105-b8d1-7077c2af4de9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
35,94a7d840-d3f5-431f-b078-1daba8eb7944,Right_Bank,10,0.23,0.32,0.22,1cbe3f30-e03f-4105-b8d1-7077c2af4de9,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
36,fc8e5f97-a004-48f9-ab96-e4196ca12c18,Right_Bank,6.5,0.37,0.53,0.23,555d33f8-fab4-42ab-b450-16960c0cd846,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
37,d849d56e-01f3-4bbf-9550-11da97096d09,Right_Bank,7,0.24,0.2,0.22,555d33f8-fab4-42ab-b450-16960c0cd846,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
38,8c6d5b99-72a9-493d-9941-2df4a3e8bcc5,Right_Bank,3.2,0.3,0.2,0.35,34d09438-495b-4124-9609-2cbce1337465,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
39,5ed10fbd-5609-4470-9b96-422ce76d2928,Right_Bank,6,0.22,0.29,0.42,34d09438-495b-4124-9609-2cbce1337465,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
40,67eee1ab-bb61-454b-8ebf-b2d3ceefd399,Right_Bank,5,0.92,0.75,0.52,34d09438-495b-4124-9609-2cbce1337465,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
41,aef706dd-7de0-4fcf-be05-3d06b95ee79b,Right_Bank,25,0.67,0.75,1.08,34d09438-495b-4124-9609-2cbce1337465,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
42,4f21ec32-6765-44e6-9781-9e8aa17f8d36,Right_Bank,2,0.46,0.93,1.3,34d09438-495b-4124-9609-2cbce1337465,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
43,41c79d52-75f7-43b6-b6b1-3bea55cdb1f2,Right_Bank,2.5,0.25,0.35,0.3,0193d480-93a6-4537-8cdd-258d7b2a57ea,7/22/2022 12:26:23 AM,mhe_mackerman,7/22/2022 12:26:23 AM,mhe_mackerman,,
